City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
144,hinthada,17.6333,95.4667,28.83,49,3,1.22,MM,1712864893
145,aztec,36.8222,-107.9929,17.95,16,0,4.4,US,1712864893
146,ivybridge,50.3904,-3.9191,11.26,96,81,4.51,GB,1712864893
147,tazacorte,28.629,-17.9293,22.54,64,0,6.17,ES,1712864877
148,san juan,-31.5375,-68.5364,15.79,46,56,5.04,AR,1712864728
149,puerto armuelles,8.2833,-82.8667,33.99,71,96,1.34,PA,1712864894
150,tshabong,-26.05,22.45,20.05,30,0,4.08,BW,1712864894
151,hammerfest,70.6634,23.6821,1.25,93,75,4.12,NO,1712864894
152,anaconda,46.1285,-112.9423,13.55,37,100,3.99,US,1712864894
153,sesheke,-17.4759,24.2968,22.85,49,100,1.94,ZM,1712864894
154,murun-kuren,49.6342,100.1625,1.16,98,100,1.77,MN,1712864879
155,benguela,-12.5763,13.4055,25.66,85,99,2.36,AO,1712864895
156,mount pearl,47.5166,-52.7813,6.29,66,20,3.6,CA,1712864895
157,fisterra,42.9049,-9.2629,18.19,71,100,2.47,ES,1712864895
158,egilsstadir,65.2653,-14.3948,0.95,93,100,4.12,IS,1712864895
159,trairi,-3.2778,-39.2689,26.72,88,99,2.69,BR,1712864597
160,gibraleon,37.3763,-6.969,18.95,69,24,1.66,ES,1712864895
161,callao,-12.0667,-77.15,28.16,61,0,5.14,PE,1712864896
162,lompoc,34.6391,-120.4579,28.21,61,0,4.12,US,1712864886
163,altamira,-3.2033,-52.2064,29.05,84,40,2.57,BR,1712864728
164,inhambane,-23.865,35.3833,21.99,83,75,3.13,MZ,1712864887
165,la ermita,20.4139,-101.9936,31.79,13,71,1.63,MX,1712864896
166,terrace,54.5163,-128.6035,7.34,81,75,6.17,CA,1712864896
167,pangkalpinang,-2.1333,106.1333,25.0,94,95,0.94,ID,1712864897
168,klyuchi,52.2667,79.1667,-0.59,75,100,4.95,RU,1712864897
169,lihue,21.9789,-159.3672,26.58,84,100,3.09,US,1712864835
170,kapa'a,22.0752,-159.319,26.99,87,100,3.09,US,1712864897
171,hithadhoo,-0.6,73.0833,28.99,73,100,2.3,MV,1712864848
172,topolobampo,25.6,-109.05,26.19,32,100,5.43,MX,1712864897
173,oroqen zizhiqi,50.5667,123.7167,4.18,84,100,1.82,CN,1712864898
174,millerovo,48.9226,40.3967,19.49,48,47,4.13,RU,1712864898
175,freetown,8.484,-13.2299,27.84,74,20,7.2,SL,1712864760
176,harper,4.375,-7.7169,25.3,89,100,2.31,LR,1712864898
177,carnarvon,-24.8667,113.6333,21.7,63,100,9.81,AU,1712864850
178,rio gallegos,-51.6226,-69.2181,14.03,35,0,11.83,AR,1712864653
179,vallenar,-28.5708,-70.7581,26.83,30,100,3.76,CL,1712864857
180,tripoli,32.8752,13.1875,16.12,75,100,8.95,LY,1712864668
181,kerman,30.2832,57.0788,17.92,39,75,8.23,IR,1712864721
182,mejit,10.2753,170.8646,26.45,78,100,8.27,MH,1712864885
183,devonport,-41.1667,146.35,10.25,80,49,3.35,AU,1712864899
184,ryotsu-minato,38.0833,138.4333,10.93,62,100,1.19,JP,1712864899
185,east london,-33.0153,27.9116,16.66,62,69,7.24,ZA,1712864849
186,port alfred,-33.5906,26.891,15.1,82,5,2.24,ZA,1712864862
187,obo,5.3998,26.4869,29.25,36,100,1.72,CF,1712864900
188,port lincoln,-34.7333,135.8667,14.41,72,100,3.15,AU,1712864900
189,portland,45.5234,-122.6762,17.23,58,75,3.13,US,1712864867
190,cudahy,33.9606,-118.1853,32.89,50,0,3.6,US,1712864635
191,nuku'alofa,-21.1333,-175.2,24.19,100,40,1.03,TO,1712864901
192,necochea,-38.5473,-58.7368,13.54,53,67,4.25,AR,1712864855
193,muli,2.9167,73.5667,29.63,69,49,0.84,MV,1712864901
194,kirakira,-10.4544,161.9205,26.14,81,100,1.33,SB,1712864902
