City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,la sarre,48.8002,-79.1996,9.12,70,100,2.21,CA,1712844418
272,tocopilla,-22.092,-70.1979,23.02,67,100,5.17,CL,1712844418
273,bella vista,36.4295,-94.2316,12.97,59,0,8.75,US,1712844418
274,khanty-mansiysk,61.0042,69.0019,-4.94,46,0,3.0,RU,1712844419
275,igurubi,-4.0,33.7,24.58,71,70,2.98,TZ,1712844277
276,kirakira,-10.4544,161.9205,25.82,88,49,2.44,SB,1712844419
277,el granada,37.5027,-122.4694,13.97,91,100,2.57,US,1712844419
278,lata,40.1629,-8.3327,24.16,46,100,2.37,PT,1712844419
279,trincomalee,8.5711,81.2335,29.62,74,66,6.22,LK,1712844420
280,loralai,30.3705,68.598,23.99,21,100,4.98,PK,1712844420
281,karanlukh,40.1044,45.2897,4.14,91,100,2.52,AM,1712844420
282,mount darwin,-16.7725,31.5838,22.14,78,100,4.67,ZW,1712844420
283,ebon,4.582,168.6964,27.87,80,100,6.62,MH,1712844421
284,qaqortoq,60.7167,-46.0333,-3.96,75,96,0.73,GL,1712844421
285,diamante,-32.0664,-60.6384,15.82,54,7,6.26,AR,1712844421
286,manali,13.1667,80.2667,31.17,76,0,5.57,IN,1712844421
287,sao francisco,-15.9486,-44.8644,31.68,50,32,1.81,BR,1712844157
288,gamba,-2.65,10.0,29.13,76,68,4.98,GA,1712844422
289,yaren,-0.5472,166.916,28.0,83,100,3.27,NR,1712844422
290,xilin hot,43.9667,116.0333,16.58,23,100,4.22,CN,1712844423
291,afaahiti,-17.75,-149.2833,24.93,83,65,8.12,PF,1712844423
292,monywa,22.1167,95.1333,35.61,15,3,2.51,MM,1712844423
293,mandapam,9.2833,79.1167,30.56,77,100,9.73,IN,1712844424
294,katsuura,35.1333,140.3,14.54,75,100,3.92,JP,1712844405
295,nuuk,64.1835,-51.7216,-1.66,80,75,1.03,GL,1712844424
296,ovruch,51.3246,28.8035,14.92,49,100,3.97,UA,1712844296
297,semporna,4.4818,118.6112,26.82,80,92,1.74,MY,1712844424
298,fale old settlement,-9.3852,-171.2468,29.17,75,61,2.3,TK,1712844425
299,zeya,53.75,127.2667,0.27,79,8,1.98,RU,1712844425
300,ixtapa,20.7,-105.2,20.13,100,40,1.54,MX,1712844425
301,fort st. john,56.2499,-120.8529,0.94,69,75,2.57,CA,1712844348
302,brigantine,39.4101,-74.3646,19.55,83,0,3.6,US,1712844425
303,revda,56.801,59.9303,6.99,62,85,3.73,RU,1712844426
304,east ballina,-28.8667,153.5833,15.44,78,61,5.75,AU,1712844426
305,taoyuan city,24.9937,121.297,24.98,92,75,1.54,TW,1712844426
306,okha,53.5739,142.9478,2.36,89,52,1.79,RU,1712844426
307,forde,61.4522,5.8572,9.41,100,100,3.6,NO,1712844426
308,vila franca do campo,37.7167,-25.4333,18.27,99,16,3.95,PT,1712844427
309,mirny,62.5353,113.9611,-21.54,100,49,1.79,RU,1712844427
310,ballina,-28.8667,153.5667,15.43,78,61,5.75,AU,1712844427
311,peniche,39.3558,-9.3811,27.28,56,32,3.56,PT,1712844427
312,waingapu,-9.6567,120.2641,25.98,80,61,3.2,ID,1712844427
313,olonets,60.9847,32.9698,6.7,70,9,8.51,RU,1712844334
314,sinabang,2.4803,96.3801,27.73,80,91,0.57,ID,1712844428
315,borogontsy,62.6683,131.1683,0.66,91,100,3.24,RU,1712844428
316,mount gambier,-37.8333,140.7667,11.72,66,85,1.57,AU,1712844428
317,tevriz,57.509,72.4042,-3.54,83,97,1.27,RU,1712844428
318,kill devil hills,36.0307,-75.676,20.0,87,0,4.63,US,1712844428
319,nova vicosa,-17.8919,-39.3719,29.64,65,11,3.74,BR,1712844428
320,tangalle,6.024,80.7911,28.09,85,57,2.4,LK,1712844429
321,bila tserkva,49.8094,30.1121,19.41,52,56,5.71,UA,1712844430
322,hauterive,46.0901,3.4459,17.42,44,98,3.32,FR,1712844430
323,urcos,-13.6861,-71.6228,11.94,74,77,1.37,PE,1712844431
324,pindushi,62.9152,34.58,5.82,74,31,7.15,RU,1712844431
325,bandarbeyla,9.4942,50.8122,28.81,74,0,3.71,SO,1712844431
326,minas de marcona,-15.2119,-75.1103,20.71,66,7,3.01,PE,1712844431
327,sechura,-5.5569,-80.8222,25.12,65,57,3.21,PE,1712844431
328,gornozavodsk,58.3758,58.3211,5.65,80,100,4.62,RU,1712844431
329,zemio,5.0314,25.1361,38.59,19,100,3.31,CF,1712844431
330,taoudenni,22.6783,-3.9836,39.04,7,0,7.2,ML,1712844432
331,fort bragg,35.139,-79.006,20.11,91,75,4.63,US,1712844432
332,illizi,26.4833,8.4667,31.71,12,0,7.25,DZ,1712844432
333,selfoss,63.9331,-20.9971,2.37,96,100,5.94,IS,1712844432
334,ujae,8.9322,165.7642,27.34,78,94,9.95,MH,1712844432
335,cuatro cienegas de carranza,26.9833,-102.0833,16.96,30,0,1.59,MX,1712844432
336,sinan,34.8262,126.1086,11.49,91,100,4.89,KR,1712844432
337,greenland,43.0362,-70.8328,7.84,89,100,2.06,US,1712844433
338,broome,42.2506,-75.833,14.83,90,100,5.14,US,1712844433
339,khandud,36.9513,72.318,1.37,59,73,1.44,AF,1712844433
340,awjilah,29.1081,21.2869,27.63,15,12,2.17,LY,1712844433
341,puerto quijarro,-17.7833,-57.7667,32.53,53,100,1.71,BO,1712844297
342,znamensk,48.5842,45.7338,25.27,34,6,1.97,RU,1712844434
343,poltavka,54.3663,71.7632,1.57,72,91,2.76,RU,1712844434
344,kodiak,57.79,-152.4072,-1.27,74,100,0.0,US,1712844434
345,angaur state,6.906,134.13,28.27,76,88,5.98,PW,1712844434
346,anadyr,64.75,177.4833,-12.72,85,99,10.0,RU,1712844434
347,titao,13.7667,-2.0667,39.01,18,100,3.19,BF,1712844434
348,solok,-0.7918,100.6593,26.53,85,100,0.8,ID,1712844434
349,alice springs,-23.7,133.8833,15.12,42,3,0.0,AU,1712844406
350,daru,-9.0763,143.2092,26.89,83,87,6.98,PG,1712844435
351,salinas,36.6777,-121.6555,14.84,89,0,0.0,US,1712844158
352,ponta delgada,37.7333,-25.6667,18.44,77,20,4.63,PT,1712844435
353,inirida,3.8653,-67.9239,31.75,59,64,1.49,CO,1712844435
354,prince george,53.9166,-122.753,2.01,88,100,1.79,CA,1712844435
355,ar ruseris,11.8659,34.3869,40.01,8,96,4.16,SD,1712844435
356,olsztynek,53.5837,20.2847,14.8,45,100,5.3,PL,1712844436
357,quesnel,52.9999,-122.5029,-1.72,80,0,0.0,CA,1712844311
358,cascais,38.6979,-9.4215,27.53,56,0,2.68,PT,1712844436
359,minot,48.2325,-101.2963,4.12,65,0,7.72,US,1712844436
360,kostomuksha,64.571,30.5767,3.91,97,36,5.81,RU,1712844436
361,sampit,-2.5333,112.95,25.34,98,96,1.51,ID,1712844437
362,sandnessjoen,66.0217,12.6316,6.29,61,75,1.03,NO,1712844437
363,port victoria,0.0939,33.9756,24.91,69,11,5.36,KE,1712844437
